product_name,review_text,tags
Soap Sheets,not what I expected. tried it before I went on vacation. tried to wash a pair of socks. did not seem to clean. socks did not seem fresh. Similar to simply rinsing socks with just water.,"[""performance""]"
Exfoliating Cloth,Not what I expected to receive.... Too rough and flimsy.,"[""quality""]"
UV-C Sanitizer and Deodorizer,Not what I expected it to be.. Wanted to love this item! I was recommended this item  by a coworker and I was disappointed since it didn't really seem to do the job in my bathroom. Really disappointed!,"[""performance""]"
Yoga Mat Cleaner,"Not What Expected.. Did not meet my expectiations, espessially for someone who does bikram yoga. My husband's mat smell especially bad, and this didn't help as much as I thought it would.","[""performance""]"
Coffee Filter,Not was I was looking for... the .... Not was I was looking for ... the package came open and the descriptions are not accurate the adapter if for the first version of the Keurig  ...,"[""none""]"
Shower Cap,"Not very well made. First time I used this, it caught my earring and the elastic pulled out. Not a quality product.","[""quality""]"
Earbuds,"Not very loud. Not very loud. Used them while mowing and I could barely hear the music. Tried three different sizes of rubber ear-pieces, to no avail...<br />Will just use my wired ear-buds...","[""performance""]"
Coffee Filter,"Not useable.. These filters are too small and allow the ground coffee to expand over the top of the filter holder clogging the flow.<br />Made a big mess on,my counter.","[""performance""]"
Kindle Paperwhite e-reader.,Not up to par. Not up to par,"[""none""]"
Coffee Filter,Not universal. NOT universal.,"[""non-review""]"
Listerine pump for mouthwash,"Not universal, overpriced. Good quality and came quickly, it is NOT universal though. I tried it on 4 different NON Listerine bottles and it does not fit or tighten. Instructions say one-time use, can't understand what lawyer made them include that.","[""quality""]"
Cotton Rounds,Not too smooth. Claims to not leave behind lint but definitely leaves behind little bits of fuzz.  Not super absorbent.  Actually feels a little rough.,"[""quality""]"
Cleaner,Not to hot. I heard Mr Clean was great. I buy these cleaning blocks two for a dollar at a grocery store here in San Jose. They are 10 times better than mr. Clean I'm sorry I bought them they clean okay but nothing like others,"[""performance"",""value""]"
Wet Wipes,"Not the Same As They Used to Be. I bought these when my daughter was of potty training age a few years ago, so it seemed like the natural choice when choosing for my now-potty training son.  Wow - there is a huge difference.  The wipe is half of the size they used to be!!  I am switching to the Huggies flushable wipes because they are larger in size.  Keeps little hands cleaner!","[""quality""]"
Amazon Fire TV Stick,Not the improvement I thought it would be.. It's fast connecting BUT it drops connection after 30 -40 minutes. How it drops signal is not consistent. At times it freezes completely and like last night picture kept playing but sound cut out. In all cases had to unplug and reboot. At least two times and one five times.,"[""performance""]"
Crown / Tiara,"Not the color I ordered. It’s a nice crown, but I ordered rose gold and was given gold. Upset because i was excited to get the rose gold for a photoshoot coming up and it’s not what i got in the mail.","[""none""]"
Curling Brush / Iron,"Not the best. This is very slow to heat up and the heat never reaches a high enough temp to do quick curls or styling for my short, fine hair. Got a replacement with multiple heat settings and shorter tines. This one is going in the yard sale box.","[""performance""]"
Wet Wipes,Not The Best Wipe. These wipes are too small and flimsy. I don’t think a toddler could use them if you can’t get them out of the package.,"[""quality""]"
Shampoo,"Not the best out there. This isn't great for everyday use, not for my hair anyway. There is some build-up.","[""performance""]"
Wet Wipes,Not the bedroom. Drys too quickly,"[""performance""]"
Coffee Filter,Not that great. Leaves a lot of residue in your coffee.,"[""performance""]"
Coffee Maker Cups,not that great as reviews there a little short then the org part for the 2.0 sent it back. it was not the same as the org it was a little short sent it back got refund for my 2.0,"[""quality""]"
Amazon Echo Show,"Not that easy to set up. This is not that easy to set up and I am desperate for home protection. It is frustrating to work with. Between working, going to school, and the worry of trying to protect myself from a criminal element this device has been nothing but an exercise in frustration and futility. I use it for the news and music. Some times it shows me my security camera if it is in the mood.","[""design"",""performance""]"
Peppermint Oil,"Not sure; So far, not so good.. Not sure if it deserves 3 stars...But I’ll keep using it to give it two out of three tries.","[""none""]"
Water Filter,"Not sure the quality is there. I've always bought this filter, but this last one seems to leave a chemical taste in the water if it sits out too long. I'm not sure I'll buy again.","[""quality""]"
Logitech Mouse,"Not sure its much better than a regular mouse. I bought this for help with my tennis elbow, but I still experience pain with prolonged computer use. Not sure its much better than a regular mouse, and makes graphic work difficult. But if its any help at all, its worth trying.","[""performance""]"
Hairspray,"Not sure it’s real TIGI. I don’t think it’s the real bed head hairspray. It doesn’t smell like it, I’ve used this product for over 10 years! Also, it get a bubble on the spout after it’s sprayed and get clogged everytime. That has never happened with this spray before.","[""quality""]"
Kitchen Tools,"Not sturdy enough to hold itself well. Flimsy.  Not study enough for the area I want.  Unfortunately I didn't send back in time. A waste for me. Sitting in the original packaging,  not being used.","[""quality""]"
Soap Sheets,"not so user-friendly..... Well, this looked like a great product for backpacking BUT: if you travel in countries with high humidity the sheets all stick together (same of you get a sheet out once your hands are wet in shower) and you need several sheets to actually ""wash"" hair...all-in-all not such a useful product although the idea is great.","[""design"",""performance""]"
Hair Diffuser Attachment,Not so good.. It doesn't stay on my hairdryer for long and the end keeps pushing back in instead of staying out to use the diffuser.,"[""performance""]"
Amazon Fire Tablet,"Not simple to use. Unlike my past Kindle, this is not very user friendly. Much more difficult than an iPad ... Even the most simple tests are a huge learning curve. Not really happy with it but too much of a hassle to return.","[""design""]"
Stain Remover,Not returning but both bottles were leaking laying down.  I cleaned them both and tightened the caps. Both bottles were leaking in the shipping box.,"[""quality""]"
Crown / Tiara,"Not returnable. When this item arrived the main large stone(or should I say glass) was loose in the bag.  When I tried to do a return, I received a notice that it was not eligible.  This is not stated in the ad.","[""quality""]"
Pain Relief Cream,"Not returnable and it came the jar was open.big mess. Wasted my money. Couldn't use it, it was open and a mess not returnable","[""quality""]"
Water Filter,"not recommended. this does filter the water nicely from a flavor standpoint, but it gets cobbed up so quickly, it slows the water to a trickle. We finally just removed it from our fridge permanently, as we already have an under-sink filter transporting water to the fridge.","[""performance"",""quality""]"
Coffee Filter,Not recommended. I opened my package and I saw the filter box was open!!!,"[""quality""]"
Cotton Rounds,Not recommend. It's not well made. The little cotton fly aways will get everywhere on your finger and face,"[""quality""]"
Cotton Rounds,"Not really textured, as expected. Ordered these because they were to be textured cotton rounds, making eye makeup remove easier and more completely. The “texture” does not suffice to even be labeled as such. They are soft and absorbent if that’s what you are looking for, however","[""quality""]"
Coffee Filter,"Not quite what I had hoped for. While this filter works ok, it is noticeably more flimsy than the one that came with my coffee maker.  And the lift handle on it does not always stay in the groove on the top side of the filter, causing the handle to drop down into the coffee grounds.  I was a bit disappointed with the quality of this one, expecting it to be identical to my original one.","[""quality""]"
Curling Brush / Iron,Not professional grade. It is not professional grade as it states..burnt my hand a few times..,"[""quality""]"
